C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90
2020-05-14T00:00:00.000Z,0.028271809220314026,0.037231843918561935,0.033364072705580144,0.0018743549184433643,323,12,0.03310984745621681,0.030983690172433853,0.03577109053730965
2020-05-15T00:00:00.000Z,0.026125159114599228,0.031201118603348732,0.02968857203752307,0.0010851119257254526,323,146,0.02957431972026825,0.028316376730799675,0.03115646168589592
2020-05-16T00:00:00.000Z,0.028326360508799553,0.036421097815036774,0.030474695854070716,0.002420058857848975,323,282,0.029727546498179436,0.028326360508799553,0.034189675003290176
2020-05-18T00:00:00.000Z,0.025382643565535545,0.037650953978300095,0.03149178058936675,0.0022019160849895496,323,4,0.03150017186999321,0.02897159568965435,0.0342879481613636
2020-05-19T00:00:00.000Z,0.02415531687438488,0.03606587275862694,0.029987975676822192,0.0032605071692689337,323,169,0.029256345704197884,0.02634788677096367,0.034059882164001465
2020-05-20T00:00:00.000Z,0.029563970863819122,0.0338926836848259,0.03238163334850925,0.0013338478017874732,323,0,0.033116478472948074,0.030054129660129547,0.033622901886701584
2020-05-21T00:00:00.000Z,0.029330896213650703,0.03875488415360451,0.03589420255748231,0.001802928707981167,323,64,0.03626377135515213,0.03362029045820236,0.03824026882648468
2020-05-22T00:00:00.000Z,0.0313640721142292,0.036498215049505234,0.03353146799216586,0.0013208177682452096,323,81,0.03347237780690193,0.03145851194858551,0.03529554605484009
2020-05-23T00:00:00.000Z,0.03486135974526405,0.03486135974526405,0.03486135974526405,0,323,319,0.03486135974526405,0.03486135974526405,0.03486135974526405
2020-05-24T00:00:00.000Z,0.02965741977095604,0.03882943466305733,0.03399166447761792,0.0020949961229527587,323,17,0.03381584957242012,0.03182916343212128,0.03758995980024338
2020-05-25T00:00:00.000Z,0.027024222537875175,0.03541140630841255,0.03155111827701333,0.0020217238398523765,323,73,0.03210514783859253,0.028236152604222298,0.03340839967131615
2020-05-26T00:00:00.000Z,0.02873537689447403,0.033292897045612335,0.03127160848182913,0.001232526084679994,323,121,0.03177227824926376,0.029185397550463676,0.03255756199359894
2020-05-27T00:00:00.000Z,0.02685694582760334,0.03605293855071068,0.03201713914525988,0.002187510872629173,323,1,0.03249510005116463,0.02805555798113346,0.034193433821201324
2020-05-28T00:00:00.000Z,0.02905380353331566,0.036269914358854294,0.03297818327282969,0.002073788517130936,323,41,0.032989587634801865,0.030179250985383987,0.03554778918623924
2020-05-30T00:00:00.000Z,0.025021545588970184,0.03351489454507828,0.030447740995847048,0.001593544630510538,323,0,0.03091898187994957,0.027963602915406227,0.03213599696755409
2020-05-31T00:00:00.000Z,0.02764974720776081,0.029856029897928238,0.028836811291361876,0.0006573992246003695,323,69,0.028986968100070953,0.028084727004170418,0.02963153086602688
2020-06-01T00:00:00.000Z,0.027053141966462135,0.03474526107311249,0.031902217159145756,0.0013067507671516625,323,0,0.032263658940792084,0.030307572335004807,0.03336888179183006
2020-06-02T00:00:00.000Z,0.026873646304011345,0.03473891317844391,0.03151005542312269,0.0015020307797811835,323,16,0.031549692153930664,0.029406988993287086,0.033240608870983124
2020-06-03T00:00:00.000Z,0.026023108512163162,0.0355847105383873,0.03153632145375014,0.002149627774967613,323,23,0.031580738723278046,0.027635883539915085,0.034238915890455246
2020-06-04T00:00:00.000Z,0.02219882607460022,0.03768317028880119,0.027393544691481753,0.0034561246177847046,323,211,0.027808155864477158,0.022740142419934273,0.03090927004814148
2020-06-05T00:00:00.000Z,0.025038668885827065,0.029169904068112373,0.027473002130125313,0.0012823500540539217,323,0,0.028023576363921165,0.02561121992766857,0.028929799795150757
2020-06-06T00:00:00.000Z,0.02213113196194172,0.030428467318415642,0.026900719396594004,0.002343245485193669,323,196,0.025656530633568764,0.023875921964645386,0.030428467318415642
2020-06-07T00:00:00.000Z,0.022773377597332,0.029854368418455124,0.02697631533731492,0.001698598346420393,323,38,0.02720521204173565,0.024473289027810097,0.02946579083800316
2020-06-08T00:00:00.000Z,0.021640228107571602,0.03126812353730202,0.026600380304707093,0.0023354700902901235,323,157,0.02638653852045536,0.023793216794729233,0.029537063091993332
2020-06-09T00:00:00.000Z,0.02009533904492855,0.031996406614780426,0.027127552763033476,0.0026495648935555885,323,66,0.02707195281982422,0.023677028715610504,0.030326928943395615
2020-06-10T00:00:00.000Z,0.02074553444981575,0.030407898128032684,0.026392180332150603,0.002273097551763387,323,18,0.027279987931251526,0.023007644340395927,0.029087981209158897
2020-06-11T00:00:00.000Z,0.023725247010588646,0.026671256870031357,0.025273326855105683,0.0009996131515520351,323,244,0.025100670754909515,0.023725247010588646,0.026671256870031357
2020-06-14T00:00:00.000Z,0.02249162271618843,0.031162269413471222,0.02758018867380849,0.001998970263977455,323,0,0.028195012360811234,0.024733616039156914,0.03014891967177391
2020-06-15T00:00:00.000Z,0.019441254436969757,0.031200790777802467,0.026707496459347134,0.0024208834104529325,323,1,0.02713209018111229,0.023582372814416885,0.029479581862688065
2020-06-16T00:00:00.000Z,0.021174602210521698,0.02451220713555813,0.022807382814147893,0.001220547182739171,323,289,0.022245535627007484,0.021582283079624176,0.02451220713555813
2020-06-17T00:00:00.000Z,0.023564714938402176,0.030314266681671143,0.027145241916029905,0.0015160074300988866,323,124,0.02734307572245598,0.02526925504207611,0.028543295338749886
2020-06-18T00:00:00.000Z,0.021570561453700066,0.02777905762195587,0.02473196888981509,0.00180286370271274,323,49,0.024843787774443626,0.021990280598402023,0.02729286625981331
2020-06-19T00:00:00.000Z,0.018212785944342613,0.03198368474841118,0.027426492451148348,0.002758398919302473,323,60,0.027731146663427353,0.02415774017572403,0.030898990109562874
2020-06-20T00:00:00.000Z,0.02358068712055683,0.031472183763980865,0.02825589881108457,0.0021418797744971853,323,0,0.028476739302277565,0.025267468765378,0.030987465754151344
2020-06-21T00:00:00.000Z,0.027032846584916115,0.03072287142276764,0.029352987801675605,0.0009740693342338443,323,36,0.029519621282815933,0.028151901438832283,0.030501563102006912
2020-06-22T00:00:00.000Z,0.027836358174681664,0.03484722599387169,0.03254914634744637,0.0017043233946926416,323,3,0.032625410705804825,0.030674317851662636,0.03479409217834473
2020-06-23T00:00:00.000Z,0.02536764182150364,0.033360425382852554,0.030237202079182388,0.001453451912730703,323,19,0.030097313225269318,0.028541015461087227,0.03230491280555725
2020-06-24T00:00:00.000Z,0.02391291782259941,0.03360863775014877,0.03055760636925696,0.00179160041588891,323,0,0.030757229775190353,0.028203817084431648,0.032522618770599365
2020-06-25T00:00:00.000Z,0.02453938126564026,0.036849070340394974,0.030073751462623474,0.0024924454277991622,323,19,0.029910219833254814,0.027009135112166405,0.033047307282686234
2020-06-26T00:00:00.000Z,0.024727320298552513,0.03334483131766319,0.030105325672775508,0.001967653101810858,323,63,0.030293354764580727,0.02738303132355213,0.03246813267469406
2020-06-27T00:00:00.000Z,0.028277326375246048,0.030351998284459114,0.02950902764375011,0.00042188610600486624,323,275,0.0296567901968956,0.029263468459248543,0.029940083622932434
2020-06-28T00:00:00.000Z,0.020727479830384254,0.0333169549703598,0.02769193216954592,0.0023765558511268364,323,67,0.028524404391646385,0.024812914431095123,0.029719125479459763
2020-06-29T00:00:00.000Z,0.022525297477841377,0.03407686948776245,0.028656343488316784,0.002418014585154269,323,0,0.02829437144100666,0.02623092196881771,0.03222857788205147
2020-06-30T00:00:00.000Z,0.02228829450905323,0.029394442215561867,0.025985631453139424,0.0016603477685573486,323,8,0.02593163400888443,0.023885048925876617,0.028399066999554634
2020-07-01T00:00:00.000Z,0.024934563785791397,0.03088744543492794,0.027484730483507212,0.0020190089940300125,323,270,0.02646207995712757,0.025190671905875206,0.03088744543492794
2020-07-02T00:00:00.000Z,0.02269093319773674,0.02269093319773674,0.02269093319773674,0,323,315,0.02269093319773674,0.02269093319773674,0.02269093319773674
2020-07-03T00:00:00.000Z,0.0187370628118515,0.02843845635652542,0.025675197024094428,0.0024045439056273174,323,228,0.026554591953754425,0.021779540926218033,0.02843845635652542
2020-07-04T00:00:00.000Z,0.023285476490855217,0.030831940472126007,0.02732607177905622,0.001685710797446575,323,0,0.02734527736902237,0.024799345061182976,0.029564209282398224
2020-07-05T00:00:00.000Z,0.021479079499840736,0.031817756593227386,0.026964410281691116,0.0018985544198685928,323,19,0.02718285657465458,0.02440010756254196,0.029049592092633247
2020-07-06T00:00:00.000Z,0.01727069728076458,0.030728688463568687,0.024998941690109334,0.0021989490589069734,323,9,0.02544611692428589,0.02181539498269558,0.02727813459932804
2020-07-07T00:00:00.000Z,0.02447603829205036,0.027891801670193672,0.026551139302965675,0.0011019623783171384,323,143,0.0262594111263752,0.0254362840205431,0.027891801670193672
2020-07-08T00:00:00.000Z,0.022287754341959953,0.027509896084666252,0.02629212966518283,0.0009260586997818233,323,46,0.026173679158091545,0.025328166782855988,0.027454042807221413
2020-07-09T00:00:00.000Z,0.02262345515191555,0.02964359149336815,0.02572246212770956,0.0017373638541414423,323,35,0.025800686329603195,0.023614592850208282,0.028053568676114082
2020-07-10T00:00:00.000Z,0.02158990129828453,0.031428758054971695,0.02794643868228057,0.0017790911343562735,323,12,0.028196264058351517,0.02577359601855278,0.029663696885108948
2020-07-11T00:00:00.000Z,0.02108658105134964,0.03456426039338112,0.029624277624348713,0.002163237883849482,323,66,0.02964574284851551,0.02734280191361904,0.032089874148368835
2020-07-12T00:00:00.000Z,0.02017870359122753,0.030976982787251472,0.025987931095962397,0.0021784601856559955,323,66,0.026080677285790443,0.02307848259806633,0.028162900358438492
2020-07-13T00:00:00.000Z,0.02537832036614418,0.028012290596961975,0.02662926499082262,0.0006450120414635184,323,204,0.02636162005364895,0.025949694216251373,0.02759675681591034
2020-07-14T00:00:00.000Z,0.022996321320533752,0.02900039777159691,0.026560932380187002,0.0015590266482213154,323,112,0.02655484527349472,0.024632615968585014,0.02885494753718376
